bookId,title,new_isbn,new_author
14741092-softly-at-sunrise,Softly at Sunrise,Book not found,Author not found
2013929.Foreign_Body,Foreign Body,9780547504551,Cynthia Ozick
6361118-la-llamada-de-los-muertos,La llamada de los muertos,9788467539691,Laura Gallego García
16698.Werewolves_in_Their_Youth,Werewolves in Their Youth,9781453244869,Michael Chabon
12989112-such-a-rush,Such a Rush,1471117995,Jennifer Echols
13563459-asura,Asura: Tale Of The Vanquished,Book not found,Author not found
15777797-truth-or-dare,Truth or Dare,0749934654,Jayne Ann Krentz
15709104-for-his-pleasure,For His Pleasure,0373125666,Carol Marinelli
9635325-eden,Eden,6059702600,Jack London
6978605-body-and-soul,Body and Soul,0518190870,Arnold Bennett
17504941-empty-net,Empty Net,9780870711886,Roberta Ulrich
10755443-vindicated,Vindicated,0393092135,Mary Wollstonecraft
23404.Regarding_the_Fountain,"Regarding the Fountain: A Tale, in Letters, of Liars and Leaks",0380793474,Kate Klise
8100979-mercy-blade,Mercy Blade,0451463722,Faith Hunter
10178549-bright-s-passage,Bright's Passage,9781400069507,Josh Ritter
9470371-love-story,Love Story,1480443816,Sir Max Beerbohm
18078028-high-heat,High Heat,1283261162,Tim Wendel
1309025.Dreaming_the_Eagle,Dreaming the Eagle,0440241081,Manda Scott
174357.Over_the_Edge,Over the Edge,9780062890481,Laurence Bergreen
17452343-playing-with-her-heart,Playing With Her Heart,Book not found,Author not found
1778693.King_s_Property,King's Property,9780345496508,Morgan Howell
89356.Cherish,Cherish,9781558001633,Richard Shenkman
12722468-elizabeth-the-queen,Elizabeth the Queen: The Life of a Modern Monarch,Book not found,Author not found
17907518-rare-and-precious-things,Rare and Precious Things,9781942095248,Raine Miller
8460524-padang-bulan,Padang Bulan,ISBN not found,Evi Henny Julia G.
107029.The_Batman_Chronicles_Vol_1,"The Batman Chronicles, Vol. 1",Book not found,Author not found
28482.The_Hand_of_Chaos,The Hand of Chaos,0553471473,Margaret Weis
20320531-the-ex-games,The Ex Games,9781416985389,Jennifer Echols
397874.Creed,Creed,ISBN not found,John Pearson
17898228-watch-over-me,Watch over Me,0671525751,Judith McNaught
18138917-trouble,Trouble,0307037711,Golden Books
11060837-the-revenge-of-the-dwarves,The Revenge of the Dwarves,0880380578,Author not found
17265216-star-wars,Star Wars: Jedi Academy,1435270150,Kevin J. Anderson
18247580-winters-heat,Winters Heat,9781460372425,Darlene Gardner
16101515-vortex,Vortex,9784444411523,Clive Cussler
20488175-the-atopia-chronicles,The Atopia Chronicles,1491501464,Matthew Mather
6414515-the-foundling,The Foundling,3499118378,Georgette Heyer
7736086-the-lightning-thief,The Lightning Thief: The Graphic Novel,Book not found,Author not found
17239876-after-dead,After Dead: What Came Next in the World of Sookie Stackhouse,Book not found,Author not found
20531847-interior-castle,Interior Castle,9781600966323,Teresa of Avila
762727.Beasts,Beasts,1675391769,Saki
18626680-all-the-pretty-lies,All the Pretty Lies,Book not found,Author not found
3143472-our-magnificent-bastard-tongue,Our Magnificent Bastard Tongue: The Untold History of English,1592403956,John H. McWhorter
18857004-lie-next-to-me,Lie Next to Me,1522669086,Sandi Lynn
17162435-monsters,Monsters,9798671915525,Karim Ouaziry
43996.Dead_Sleep,Dead Sleep,0451206525,Greg Iles
68396.The_Halfling_s_Gem,The Halfling's Gem,9780786954063,R. A. Salvatore
13612031-against-the-wall,Against the Wall,9780139382338,S. Prakash Sethi
333301.The_Return_of_Martin_Guerre,The Return of Martin Guerre,0674766911,Natalie Zemon Davis
10345708-deadly-little-lessons,Deadly Little Lessons,1423134982,Laurie Faria Stolarz
15786285-a-witch-s-handbook-of-kisses-and-curses,A Witch's Handbook of Kisses and Curses,1451641850,Molly Harper
171008.Caribbean_Cruising,Caribbean Cruising,9780393033458,Donald M. Street Jr.
20454084-daring,Daring,9781499689181,G. A. Henty
10305247-the-blackhouse,The Blackhouse,9781529415018,Peter May
18775203-rusty-nailed,Rusty Nailed,9781423312376,J. A. Konrath
420747.A_Game_of_Chance,A Game of Chance,0786230258,Linda Howard
21432474-wraith,Wraith,9788804647836,Terry Brooks
34082.The_Waste_Land_and_Other_Writings,The Waste Land and Other Writings,9780679641018,T. S. Eliot
21952189-the-seduction-1,The Seduction 1,0595152082,Lisa Marie Canfield
117369.Nobody_s_Baby_But_Mine_This_Heart_of_Mine,Nobody's Baby But Mine / This Heart of Mine,0060894709,Susan Elizabeth Phillips
18143974-the-blazing-world,The Blazing World,9781948886130,Margaret Cavendish
94053.River_Town,River Town: Two Years on the Yangtze,9780719561566,Peter Hessler
13244578-untouchable,Untouchable,9780140079203,Mulk Raj Anand
49384.Elminster,Elminster: The Making of a Mage,Book not found,Author not found
2039091.Sword_of_God,Sword of God,0141034432,Chris Kuzneski
37772.A_Man_of_the_People,A Man of the People,0141394005,Chinua Achebe
184962.Dancing_with_the_Devil,Dancing with the Devil,9780446361910,Kirk Douglas
9518873-the-upside-of-irrationality,The Upside of Irrationality: The Unexpected Benefits of Defying Logic,0061995045,Dan Ariely
61957.Decision_at_Doona,Decision at Doona,9780345244161,Anne McCaffrey
15016.The_Complete_Conversations_with_God,The Complete Conversations with God: An Uncommon Dialogue,Book not found,Author not found
6629359-the-strangest-man,"The Strangest Man: The Hidden Life of Paul Dirac, Mystic of the Atom",Book not found,Author not found
18006456-shards-of-time,Shards of Time,0345522311,Lynn Flewelling
213916.Evidence_Not_Seen,Evidence Not Seen: A Woman's Miraculous Faith in the Jungles of World War II,Book not found,Author not found
10583000-the-devil-in-the-flesh,The Devil in the Flesh,9780241372616,Raymond Radiguet
18114540-rise-and-fall,Rise and Fall,9798676856465,"Edward Bulwer Lytton, Baron Lytton"
10843036-perfect-shadow,Perfect Shadow,9780748132164,Brent Weeks
13392817-river-of-smoke,River of Smoke: Ibis Trilogy Book 2,Book not found,Author not found
83533.The_Age_of_Spiritual_Machines,The Age of Spiritual Machines: When Computers Exceed Human Intelligence,7215988430,Author not found
53535.Law_of_Attraction,Law of Attraction: The Science of Attracting More of What You Want and Less of What You Don't,Book not found,Author not found
1045984.Esta_o_Carandiru,Estação Carandiru,8571648972,Drauzio Varella
25776210-fire-touched,Fire Touched,0356501574,Patricia Briggs
2401818.House_of_Cards,House of Cards,9780286133029,Michael Dobbs
88363.White_Lines,White Lines,9798539080860,Kathleen BELYEA
30644891-the-book-of-the-unnamed-midwife,The Book of the Unnamed Midwife,1531830870,Meg Elison
18478083-kissing-in-america,Kissing in America,9780062322395,Margo Rabb
2340.Whitethorn,Whitethorn,9781405615853,Maeve Binchy
29348304-so-much-more,So Much More,9798694076579,yasser lakssir
6845606-the-yamas-niyamas,The Yamas Niyamas: Exploring Yoga's Ethical Practice,Book not found,Author not found
12926807-lucid,Lucid,9798649364898,Rêves Lucides Rêves Lucides Edition
25985420-narraciones-extraordinarias,Narraciones Extraordinarias,9788415618690,Edgar Allan Poe
121822.Feathered_Serpent_Part_1,"Feathered Serpent, Part 1",Book not found,Author not found
25900032-the-house-on-cold-hill,The House on Cold Hill,1447290674,"James, Peter"
39300133-holding-on-to-chaos,Holding on to Chaos,1945631120,Lucy Score
34111673-the-art-of-hiding,The Art of Hiding,9781536690415,Amanda Prowse
29430049-paris-for-one-and-other-stories,Paris for One and Other Stories,0735222304,Jojo Moyes
280865.Artists_in_Crime,Artists in Crime,0002322153,Ngaio Marsh
30364190-the-forbidden,The Forbidden,9781595401717,Princess Der Ling
36564601-loving-storm,Loving Storm,9781978412903,Carian Cole
872334.Los_cristales_so_adores,Los cristales soñadores,8445070827,Theodore Sturgeon
31687423-the-battlemage,The Battlemage,9781444928426,Taran Matharu
39664893-p-s-i-hate-you,P.S. I Hate You,9798362058388,Jane Anthony
36989216-the-smallest-part,The Smallest Part,9780877475057,Author not found
24997390-a-strangeness-in-my-mind,A Strangeness in My Mind,9780359917945,Hassan Zerehi
25904473-so-sad-today,So Sad Today: Personal Essays,Book not found,Author not found
20933645-unraveling-you,Unraveling You,194976043X,Diana A. Hicks
2887211-moribito,Moribito: Guardian of the Spirit,9780545160223,Nahoko Huehashi
37460118-craven-manor,Craven Manor,1728220157,Darcy Coates
45154131-adorada-at-quinta,Adorada até Quinta,Book not found,Author not found
27876293-cooking-for-picasso,Cooking for Picasso,9780399177651,Camille Aubray
28077464-night-school,Night School,9780804192934,Lee Child
131181.The_Sundial,The Sundial,0341826421,Alfred Gatty
39863269-only-a-breath-apart,Only a Breath Apart,9781250319029,Katie McGarry
240188.Are_You_Somebody_,Are You Somebody?: The Accidental Memoir of a Dublin Woman,1559275693,Nuala O'Faolain
3345806-angels-in-my-hair,Angels In My Hair,1846051789,Lorna Byrne
22749796-dietland,Dietland,9780544704831,Sarai Walker
7062441-che-la-festa-cominci,Che la festa cominci,9788806191016,Niccolò Ammaniti
7036570-l-armata-perduta,L'armata perduta,8804562102,Valerio Massimo Manfredi
12469702-a-chance-in-the-world,"A Chance in the World: An Orphan Boy, a Mysterious Past, and How He Found a Place Called Home",Book not found,Author not found
280412.The_Run_of_His_Life,The Run of His Life: The People v. O.J. Simpson,Book not found,Author not found
15791154-the-hit,The Hit,1306745101,David Baldacci
9473008-of-thee-i-sing,Of Thee I Sing: A Letter to My Daughters,Book not found,Author not found
35841774-sinful-empire,Sinful Empire,9781685450311,Rina Kent
51007311-heart-bones,Heart Bones,6068754995,Colleen Hoover
36266822-on-a-tuesday,On a Tuesday,9789789506644,Elnathan John
34128663-my-defender,My Defender,9780971336902,Maurice Bessinger
923015.Chobits_Vol_4,"Chobits, Vol. 4",9781594973529,Clamp
444056.I_Am_a_Mother,I Am a Mother,9781590387177,Jane Clayson Johnson
69435.The_Devil_in_the_Kitchen,"The Devil in the Kitchen: Sex, Pain, Madness and the Making of a Great Chef",Book not found,Author not found
1376068.Listening_Is_an_Act_of_Love,Listening Is an Act of Love: A Celebration of American Life from the StoryCorps Project,Book not found,Author not found
133688.The_Myth_of_You_and_Me,The Myth of You and Me,9780739323267,Leah Stewart
27692.The_Wicked_Day,The Wicked Day,9780613672368,Mary Stewart
16424.Peril_at_End_House,Peril at End House,0062573489,Agatha Christie
393474.Now_Face_to_Face,Now Face to Face,9780394569291,Karleen Koen
194808.To_Build_a_Fire,To Build a Fire,9781884214141,Jack London
84079.Witch,Witch,9353447658,John Buchan
2330383.Revealers,Revealers,0766171949,Joseph Butler
39518.Gilda_Joyce,Gilda Joyce: Psychic Investigator,9780525473756,Jennifer Allison
1264696.Evermore,Evermore,9781705147726,Taylor Swift
475444.Bloodline,Bloodline,5702008723,Sidney Sheldon
111011.Darkness_Before_Dawn,Darkness Before Dawn,9780786274161,Sharon M. Draper
13729.Bleach_Volume_10,"Bleach, Volume 10",9781417752492,Tite Kubo
31364.What_Came_Before_He_Shot_Her,What Came Before He Shot Her,9780061805745,Elizabeth George
6671690-declare,Declare,0871693550,United States
251052.How_the_Light_Gets_In,How the Light Gets In,9781496434586,Jolina Petersheim
87989.Memoir_from_Antproof_Case,Memoir from Antproof Case,9780156032001,Mark Helprin
586347.Junie_B_First_Grader,"Junie B., First Grader: One-Man Band",0439638232,Barbara Park
156599.Last_Child_in_the_Woods,Last Child in the Woods: Saving Our Children from Nature-Deficit Disorder,Book not found,Author not found
5664051-over-my-dead-body,Over My Dead Body,5554729533,Rex Stout
491244.A_Man_for_Amanda,A Man for Amanda,9780373056491,Nora Roberts
78071.Warsworn,Warsworn,0575079630,Elizabeth Vaughan
289627.A_Hustler_s_Wife,A Hustler's Wife,0345497201,Nikki Turner
125545.Be_Careful_What_You_Wish_For_,Be Careful What You Wish For...,1250034469,Jeffrey Archer
688975.The_Concubine,The Concubine,9780449016879,Norah Lofts
152643.The_River_Between_Us,The River Between Us,0008290571,Liz Fenwick
7744219-courting-miss-lancaster,Courting Miss Lancaster,9781608610006,Sarah M. Eden
161275.Superman,Superman: Whatever Happened to the Man of Tomorrow?,Book not found,Author not found
19842.The_Difference_Maker,The Difference Maker: Making Your Attitude Your Greatest Asset,Book not found,Author not found
352781.Omega,Omega,ISBN not found,United States. Defense Mapping Agency. Hydrographic Center.
2227528.The_Plague_of_Doves,The Plague of Doves,9780062277732,Louise Erdrich
3034842-the-forbidden-tower,The Forbidden Tower,9780879973230,Marion Zimmer Bradley
9685716-mr-monster,Mr. Monster,1927271304,Paul Beavis
8542611-the-four-corners-of-the-sky,The Four Corners of the Sky,9781402237683,Michael Malone
12672711-minha-vida-fora-de-s-rie,Minha vida fora de série: 1ª temporada,9722357158,Author not found
172735.Dragonspell,Dragonspell,0246136375,Katharine Kerr
2310220.From_a_Distance,From a Distance,0571313604,Deborah Curtis
82022.A_Man_Called_Intrepid,A Man Called Intrepid,0345293525,William Stevenson
10106.The_Children_of_Henry_VIII,The Children of Henry VIII,0192840908,J. A. Guy
442347.The_Cereal_Murders,The Cereal Murders,9780553095159,Diane Mott Davidson
900567.Ast_rix_gladiateur,Astérix gladiateur,9780340183205,René Goscinny
46725.Plagues_and_Peoples,Plagues and Peoples,0385112564,William Hardy McNeill
104445.Rachel_s_Tears,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Book not found,Author not found
667488.Blithe_Spirit,Blithe Spirit,9780573606144,Noel Coward
48119.Coyote_Waits,Coyote Waits,0060163704,Tony Hillerman
228416.An_Eye_for_an_Eye,An Eye for an Eye: The Doll,Book not found,Author not found
139176.The_Quiche_of_Death,The Quiche of Death,9780783803463,M. C. Beaton
271367.Tales_of_the_Slayers,Tales of the Slayers,0743400453,Joss Whedon
8495686-absolutely-positively,"Absolutely, Positively",9781417718269,Jayne Ann Krentz
6096829-essex-county,Essex County,9780353020375,James Robinson Newhall
7456085-trespass,Trespass,9781556854972,David Herbert Lawrence
51245.Amphigorey_Also,Amphigorey Also,9780312920234,Edward Gorey
386270.Selected_Poems,Selected Poems,9788496373532,Gaius Valerius Catullus
345500.The_Sabbath,The Sabbath: Its Meaning for Modern Man,ISBN not found,Abraham Joshua Heschel
12840440-how-to-drive-a-dragon-crazy,How to Drive a Dragon Crazy,1306654807,G. A. Aiken
10244911-the-beach-caf,The Beach Café,0876854056,Mohammed Mrabet
1660794.Hurricane_Gold,Hurricane Gold,1423114159,Charles Higson
6318426-front-and-center,Front and Center,9780618959822,Catherine Gilbert Murdock
10209997-the-night-strangers,The Night Strangers,0743439988,Linda Howard
114939.Flashman_and_the_Dragon,Flashman and the Dragon,0317028057,George MacDonald Fraser
263875.The_Hidden_Past,The Hidden Past,9510247170,Jude Watson
15694.The_First_Man,The First Man,9780380710812,Colleen McCullough
2800168-devil-of-the-highlands,Devil of the Highlands,9780061984228,Lynsay Sands
251962.Eternity,Eternity,9780606305624,Eoin Colfer
377347.Vector,Vector,9781378553534,Alexander MacFarlane
231610.The_World_As_I_See_It,The World As I See It,8087830423,Albert Einstein
228221.The_Mask,The Mask,1177142082,Alexandre Dumas
6080265-omero-iliade,"Omero, Iliade",8807819139,Alessandro Baricco
4451.People_of_the_Lie,People of the Lie: The Hope for Healing Human Evil,0671769723,M. Scott Peck
87294.The_Tin_Woodman_of_Oz,The Tin Woodman of Oz,9781078395694,L. Frank Baum
980426.Love_Poems,Love Poems,0333510984,John Donne
6140017-michal,Michal,0571066798,Nikos Kazantzakis
223635.Mephisto,Mephisto,9783499120947,Klaus Mann
83219.The_Excellent_Wife,The Excellent Wife: A Biblical Perspective,1885904150,Martha Peace
17504621-trying-to-score,Trying to Score,034554661X,Toni Aleo
9635319-forsaken,Forsaken,9780836970524,Anna Katharine Green
17454088-if-you-leave,If You Leave,9781455582266,"Cole, Courtney (Novelist)"
15738951-deep-down,Deep Down,9781934554104,Robert Michael Ballantyne
12682801-the-lucky-ones,The Lucky Ones,1536474495,Liz Lawson
199530.Can_t_Wait_to_Get_to_Heaven,Can't Wait to Get to Heaven,0345494881,Fannie Flagg
17797253-under-the-wide-and-starry-sky,Under the Wide and Starry Sky,9781444778441,Nancy Horan
17607850-aftershock,Aftershock,9781119118503,David Wiedemer
7679.The_Terminal_Man,The Terminal Man,9780345419019,Michael Crichton
10661081-vampire-academy,Vampire Academy: The Ultimate Guide,9781595147578,Michelle Rowen
12844.Power_of_Silence,Power of Silence,2070368017,Edgar Allan Poe
18142413-wanted,Wanted,9781435354333,George MacDonald
17251114-thor,"Thor: God of Thunder, Volume 1: The God Butcher",Book not found,Author not found
10814753-the-lake-of-dreams,The Lake of Dreams,9780143120360,Kim Edwards
7100200-and-one-last-thing,And One Last Thing ...,1439168776,Molly Harper
18074107-out-of-line,Out of Line,0415930332,Cheryl Hercus
18688131-i-want-to-hold-your-hand,I Want to Hold Your Hand,9780425266779,Marie Force
20556438-dark-debt,Dark Debt,9780330351072,Karen Hall
12029129-the-sea-of-monsters,The Sea of Monsters: The Graphic Novel,Book not found,Author not found
18302171-mirage,Mirage,9798630866707,A. Merritt
15946128-the-dirty-streets-of-heaven,The Dirty Streets of Heaven,9781444738575,Tad Williams
2967316-the-devil-s-punchbowl,The Devil's Punchbowl,9781416594635,Greg Iles
23188449-smolder,Smolder,9781955832007,Carina Alyce
33880.Selected_Stories,Selected Stories,9781076492203,Kate Chopin
17909627-sing,Sing,9781615879229,Maya Angelou
2211675.I_Dreamed_of_Africa,I Dreamed of Africa,014028219X,Kuki Gallmann
18759748-screwdrivered,Screwdrivered,1434234649,Andrew Rowland
132641.Heart_of_Fire,Heart of Fire,9781414237329,Annie G. Savigny
17364620-broken-and-screwed-2,Broken and Screwed 2,1682304868,Tijan
20883847-the-autumn-republic,The Autumn Republic,9780316219129,Brian McClellan
70956.Red_Dwarf_Omnibus,Red Dwarf Omnibus: Infinity Welcomes Careful Drivers & Better Than Life,Book not found,Author not found
2909414-no-place-for-magic,No Place for Magic,1619636182,E. D. Baker
12403881-twee-zusjes,Twee zusjes,9789044310597,Author not found
17336849-lost-found,Lost & Found,1660116074,Paul Publishing Lost & Found Log Book
25892.Arvet_efter_Arn,Arvet efter Arn,9164202488,Jan Guillou
81021.Angela_Carter_s_Book_of_Fairy_Tales,Angela Carter's Book of Fairy Tales,9781844081738,Angela Carter
18455385-love-and-sleepless-nights,Love... And Sleepless Nights,9781480580954,Nick Spalding
234093.Sign_of_the_Cross,Sign of the Cross,9781406533941,Evelyn Everett-Green
285792.Thomas_Snowsuit,Thomas' Snowsuit,9780606034876,Robert N. Munsch
16074553-the-apple-orchard,The Apple Orchard,0778314936,Susan Wiggs
89623.Bad_Dirt,Bad Dirt,0792734165,Annie Proulx
18622130-the-spook-s-revenge,The Spook’s Revenge,1446495639,Joseph Delaney
25053272-the-establishment,The Establishment: And How They Get Away with It,9789124030735,Owen Peter Jones
180089.Mind_Power_Into_the_21st_Century,Mind Power Into the 21st Century: Techniques to Harness the Astounding Powers of Thought,Book not found,Author not found
5946601-brain-rules,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",098326337X,John Medina
21858914-finding-it---alles-ist-leichter-mit-dir,Finding it - Alles ist leichter mit dir,9783802596247,Cora Carmack
246849.The_Discipline_of_Grace,The Discipline of Grace: God's Role and Our Role in the Pursuit of Holiness,Book not found,Author not found
6185409-the-fiend-and-the-forge,The Fiend and the Forge,1741662680,Henry H. Neff
511655.The_Worry_Website,The Worry Website,9780440864806,Jacqueline Wilson
17379323-oliver-s-hunger,Oliver's Hunger,9781956132427,Tina Folsom
12880428-the-wolf-gift,The Wolf Gift,9780307595119,Anne Rice
12595.Delta_Wedding,Delta Wedding,1402523629,Eudora Welty
13507796-death-at-seaworld,Death at SeaWorld: Shamu and the Dark Side of Killer Whales in Captivity,Book not found,Author not found
10284324-pie,Pie,9780486233833,Beatrix Potter
25898265-username,Username: Evie,9781473628199,Sugg  Joe
3772405-l-homme-qui-voulait-tre-heureux,L'homme qui voulait être heureux,9782266186674,Laurent Gounelle
17232261-songs-of-willow-frost,Songs of Willow Frost,9781742378541,Jamie Ford
30687916-silence-fallen,Silence Fallen,035650591X,Patricia Briggs
11888804-raven-calls,Raven Calls,9781472018090,C. E. Murphy
20734002-the-weight-of-feathers,The Weight of Feathers,1681194821,Brian Conaghan
26615962-the-fire-between-high-lo,The Fire Between High & Lo,9781536666915,Brittainy C. Cherry
28693701-the-boy-is-back,The Boy Is Back,9780263221237,Nina Harrington
22571731-the-collector,The Collector,9781851491926,Frederick James Britten
6885124-efr-siy-b-n-hik-yeleri,Efrâsiyâb'ın Hikâyeleri,Book not found,Author not found
36287776-auferstehung,Auferstehung,9783579038803,Ulrich Wilckens
35830464-kolonel-chabert,Kolonel Chabert,Book not found,Author not found
25176.The_Man_With_a_Load_of_Mischief,The Man With a Load of Mischief,0451410815,Martha Grimes
22076.From_a_Buick_8,From a Buick 8,0743563336,Stephen King
34612420-don-t-wake-up,Don't Wake Up,0062876147,Liz Lawler
15762186-benediction,Benediction,9781952438202,F. Scott Fitzgerald
33732.Anyone_But_You,Anyone But You,9781635420012,Rupert Thomson
31371228-posted,Posted,1619707810,Edwin M. Yamauchi
7547710,قواعد الحياة,ISBN not found,Maḥfūẓ Ayyūb
28696602-i-m-judging-you,I'm Judging You: The Do-Better Manual,Book not found,Author not found
28587698-the-heavens-may-fall,The Heavens May Fall,9780306814501,Steven M. Wise
30653967-the-women-in-the-castle,The Women in the Castle,0062563688,Jessica Shattuck
774964.If_You_Liked_School_You_ll_Love_Work,"If You Liked School, You'll Love Work",0099483599,Irvine Welsh
13643163-the-witch-of-duva,The Witch of Duva,9781536648577,Leigh Bardugo
34851664-the-chase,The Chase,1426437544,James Fenimore Cooper
34513785-sky-without-stars,Sky Without Stars,1534410643,Jessica Brody
124929.Strong_Medicine,Strong Medicine,9780385180146,Arthur Hailey
31226744-mr-lemoncello-s-great-library-race,Mr. Lemoncello's Great Library Race,9780141387697,Chris Grabenstein
33832831-we-are-never-meeting-in-real-life,We Are Never Meeting in Real Life.,9781101912195,Samantha Irby
34713327-kas-yra-istorija,Kas yra istorija?,Book not found,Author not found
33961524-noah-can-t-even,Noah Can't Even,9781407180076,Simon James Green
30351390-m-t-ch-trong-i,Một chỗ trong đời,Book not found,Author not found
1926982.Die_W_rter,"Die Wörter (Autobiographische Schriften, #1)",9783499110009,Jean-Paul Sartre
39088507-dear-evan-hansen,Dear Evan Hansen,9780316420228,Val Emmich
352828.Kingdom_s_Dawn,Kingdom's Dawn,9780307562678,Chuck Black
52761268-dear-emmie-blue,Dear Emmie Blue,9781982135911,Lia Louis
13570162-flight,Flight,9781548946739,George MacDonald
54672428-our-way,Our Way,9781555329709,Isaac Asimov
34945597-the-great-passage,The Great Passage,9780002118415,Michel Peissel
29637369-my-guardian,My Guardian,9780439576826,Sylvie Weil
1087176.Chobits_Vol_5,"Chobits, Vol. 5",1594973539,Clamp
22321.All_Tomorrow_s_Parties,All Tomorrow's Parties,0141886854,William Gibson
260811.God_Is_Love,God Is Love: Deus Caritas Est,9781574557589,Joseph Ratzinger
39980.A_Year_Down_Yonder,A Year Down Yonder,9780340778746,Richard Peck
131793.An_American_Dream,An American Dream,9783426001875,Norman Mailer
218152.The_Three_Questions,The Three Questions,0439537630,Jon J. Muth
69559.A_Hope_in_the_Unseen,A Hope in the Unseen: An American Odyssey from the Inner City to the Ivy League,Book not found,Author not found
420278.The_Complete_Poems_1927_1979,The Complete Poems 1927-1979,0374617007,Author not found
364223.The_Genesis_Code,The Genesis Code,597130321X,John Case
8568.Odds_Against,Odds Against,1407011375,Rosie Harris
8826.Dead_Famous,Dead Famous,0399150846,Carol O'Connell
302424.Rogue_Warrior,Rogue Warrior,9780099190417,Richard Marcinko
4195038-the-highwayman-of-tanglewood,The Highwayman of Tanglewood,1683249259,Marcia Lynn McClure
707088.Love_Com_Vol_2,"Love★Com, Vol. 2",1421513447,Aya Nakahara
238961.Killashandra,Killashandra,9780345457486,Anne McCaffrey
166177.Sanditon,Sanditon: Jane Austen's Last Novel Completed,Book not found,Author not found
27646.The_Whole_World_Over,The Whole World Over,9781409064824,Julia Glass
476494.Heart_of_the_Dragon,Heart of the Dragon,9781408988589,Sharon Schulze
60291.Battle_Angel_Alita_Volume_02,"Battle Angel Alita, Volume 02: Tears of an Angel",Book not found,Author not found
95608.Leota_s_Garden,Leota's Garden,0842335722,Francine Rivers
361081.Pacific_Vortex_,Pacific Vortex!,9784444411523,Clive Cussler
2516238.Because_Your_Vampire_Said_So,Because Your Vampire Said So,0451223861,Michele Bardsley
154293.Linked,"Linked: How Everything Is Connected to Everything Else and What It Means for Business, Science, and Everyday Life",Book not found,Author not found
151374.So_Long_a_Letter,So Long a Letter,1375388223,Cengage Learning Gale
822200.The_Society_of_S,The Society of S,ISBN not found,United States. Congress. Senate. Committee on Rules and Administration.
3196717-thunder-and-ashes,Thunder and Ashes,1439198837,Z. A. Recht
10183211-damian-s-oracle,Damian's Oracle,146641300X,Lizzy Ford
3581328-superman,Superman: Brainiac,1401220878,Geoff Johns
1779929.The_Middle_Place,The Middle Place,9781401303365,Kelly Corrigan
267102.Framley_Parsonage,Framley Parsonage,193416982X,Anthony Trollope
2025787.Mad_Dogs,Mad Dogs,9781400103188,James Grady
352780.Deepsix,Deepsix,0061051241,Jack McDevitt
28635.Identity,Identity,9780553143003,Robert Ludlum
515601.The_C_Programming_Language,The C Programming Language,9798477795994,Brian W. Kernighan
7278720-a-matter-of-magic,A Matter of Magic,0765326329,Patricia C. Wrede
558654.Dawnspell,Dawnspell,9780586207413,Katharine Kerr
3568996-beyond-this-moment,Beyond This Moment,0764203908,Tamera Alexander
11955586-shadow-demons,Shadow Demons,0374417016,Robert Westall
803449.A_Fine_Passion,A Fine Passion,078628496X,Stephanie Laurens
116254.Mind_of_My_Mind,Mind of My Mind,1453263640,Octavia E. Butler
6570016-a-gift-of-grace,A Gift of Grace,9781472024107,Inglath Cooper
8255649-so-over-you,So Over You,9781501168567,Kate Meader
1520896.Les_Fourberies_de_Scapin,Les Fourberies de Scapin,9782040280048,Molière
7453869-los-de-abajo,Los de Abajo,8437602262,Mariano Azuela
1509544.Bahnw_rter_Thiel,Bahnwärter Thiel,3506223348,Gerhart Hauptmann
11824848-vampire-shift,Vampire Shift,9781463646424,Tim O'Rourke
9761341-the-accidental-hero,The Accidental Hero,9798986083926,John Stivers
14759955-snow-white-blood-red,Snow White Blood Red,9781435152632,Ellen Datlow
896629.Petals_on_the_River,Petals on the River,1561007730,Kathleen E. Woodiwiss
43576.Twentieth_Century_Eightball,Twentieth Century Eightball,9781560974369,Daniel Clowes
12505316-magic-graves,Magic Graves,9798836952761,Thea Atkinson
2116927.The_Private_Lives_of_Pippa_Lee,The Private Lives of Pippa Lee,9780374237424,Rebecca Miller
223797.Love_and_Logic_Magic_for_Early_Childhood,Love and Logic Magic for Early Childhood,1930429002,Jim Fay
116295.Guards_Guards_,Guards! Guards!: The Play,9780552144315,Stephen Briggs
259920.Marvin_K_Mooney_Will_You_Please_Go_Now_,Marvin K. Mooney Will You Please Go Now!,9780606039338,Dr. Seuss
142462.Flashman_and_the_Redskins,Flashman and the Redskins,9780006513001,George MacDonald Fraser
16130371-carniepunk,Carniepunk,9781476793597,Rob Thurman
233692.The_Far_Side_Gallery_4,The Far Side Gallery 4,9780751508130,Gary Larson
25492.The_Art_of_Being,The Art of Being,9780134238739,Richard Paul Janaro
97381.The_Queen_of_Spades_and_Other_Stories,The Queen of Spades and Other Stories,9780486280547,Aleksandr Sergeyevich Pushkin
12553276-the-lost-years,The Lost Years,0517075199,J. M. Dillard
211099.Losing_My_Virginity,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Book not found,Author not found
267219.Backstage_Prince_Vol_1,"Backstage Prince, Vol. 1",Book not found,Author not found
9748208-a-weekend-with-mr-darcy,A Weekend with Mr. Darcy,1283127814,Victoria Connelly
6534932-official-book-club-selection,Official Book Club Selection: A Memoir According to Kathy Griffin,Book not found,Author not found
