bookId,title,new_isbn,new_author
223380.Stories_of_Your_Life_and_Others,Stories of Your Life and Others,0330426648,Ted Chiang
24580.The_Adventures_of_Tom_Sawyer_and_Adventures_of_Huckleberry_Finn,The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,0940450828,Mark Twain
62292.Sword_in_the_Storm,Sword in the Storm,9780593042632,David A. Gemmell
81779.The_Symposium,The Symposium,9780342991105,Louis Dyer
82436.Looking_for_Alibrandi,Looking for Alibrandi,0375836942,Melina Marchetta
8138071-pale-demon,Pale Demon,0061138061,Kim Harrison
45791.The_Ballad_of_the_Sad_Caf_and_Other_Stories,The Ballad of the Sad Café and Other Stories,0553272543,Carson McCullers
22443261-the-rithmatist,The Rithmatist,2265099015,Brandon Sanderson
6134783-prey,Prey,0060536977,Michael Crichton
252.Sexus,Sexus,9780802151803,Henry Miller
77507.Red_Mars,Red Mars,0586213899,Kim Stanley Robinson
465904.Dragonsdawn,Dragonsdawn,9783453039339,Anne McCaffrey
10841167-dark-inside,Dark Inside,1442423536,Jeyn Roberts
49596.The_Secret_Adversary,The Secret Adversary,9781701808706,Agatha Christie
28187230-the-woman-in-cabin-10,The Woman in Cabin 10,9781432839932,Ruth Ware
1629601.The_Disreputable_History_of_Frankie_Landau_Banks,The Disreputable History of Frankie Landau-Banks,9780786838189,E. Lockhart
23359964-one-plus-one,One Plus One,9780748737635,Rita Ray
175004.Eagle_Strike,Eagle Strike,1417746386,Anthony Horowitz
783505.Embers,Embers,9780385371353,Jeanne DuPrau
22695.Summer_Sisters,Summer Sisters,9780307575241,Judy Blume
968868.The_Book_of_the_New_Sun,The Book of the New Sun,9781568658070,Gene Wolfe
11106458-the-mortal-instruments,The Mortal Instruments,9781975358754,Cassandra Clare
4836308-the-physick-book-of-deliverance-dane,The Physick Book of Deliverance Dane,1401341330,Katherine Howe
268187.Lilith,Lilith,9798629236443,George MacDonald
22522805-the-buried-giant,The Buried Giant,9788433937438,Kazuo Ishiguro
218431.The_History_of_Joseph_Smith_by_His_Mother,The History of Joseph Smith by His Mother,1591565618,Author not found
10235.Mountains_Beyond_Mountains,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Book not found,Author not found
13530973-antifragile,Antifragile: Things That Gain from Disorder,9798501999138,BookNation
17332310-kiss-of-the-night,Kiss of the Night,9780312992415,Sherrilyn Kenyon
26792006-love-lies,Love Lies: A True Story of Marriage and Murder in the Suburbs,Book not found,Author not found
74731.The_Stupidest_Angel,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,Book not found,Author not found
12369942-endless,Endless,0062573357,Agatha Christie
22318578-the-life-changing-magic-of-tidying-up,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,9781677647019,Decluttering and Decluttering and Organizing
182185.Brief_einer_Unbekannten,Brief einer Unbekannten,3596130247,Stefan Zweig
6457229-the-monstrumologist,The Monstrumologist,9781439152614,Rick Yancey
18104607-beautiful-oblivion,Beautiful Oblivion,9781476759586,Jamie McGuire
16433.Forever_Odd,Forever Odd,9780007196982,Dean Koontz
397507.Heaven_Has_No_Favorites,Heaven Has No Favorites,9781306530965,Erich Maria Remarque
12849385-the-innocent,The Innocent,0809531631,Mark Twain
63137.Niebla,Niebla,8415374674,Miguel de Unamuno
28734.Magic_s_Price,Magic's Price,0613630548,Mercedes Lackey
30068.The_Book_of_the_Dead,The Book of the Dead,9780806505916,Ernest Alfred Wallis Budge
51070.The_Secret_Diary_of_Adrian_Mole_Aged_13_3_4,"The Secret Diary of Adrian Mole, Aged 13 3/4",0241534372,Sue Townsend
35823649-dead-men-s-trousers,Dead Men's Trousers,9781787330771,Irvine Welsh
2501455._,فوضى الحواس,Book not found,Author not found
32682.Patriot_Games,Patriot Games,9780425134351,Tom Clancy
9917945-perfect,Perfect,9780344581656,George Bernard Shaw
6427.Two_for_the_Dough,Two for the Dough,0140255559,Janet Evanovich
416580.The_Seventh_Scroll,The Seventh Scroll,9780312945985,Wilbur Smith
8293938-moon-over-manifest,Moon Over Manifest,0375896163,Clare Vanderpool
867247.A_Book_of_Five_Rings,A Book of Five Rings: The Classic Guide to Strategy,Book not found,Author not found
6422.Four_to_Score,Four to Score,9780333740248,Janet Evanovich
18266.Gargantua_and_Pantagruel,Gargantua and Pantagruel,9798710086568,François Rabelais
3418880-dos-velas-para-el-diablo,Dos velas para el diablo,8467527528,Laura Gallego García
6604712-eating-animals,Eating Animals,9780141932651,Jonathan Safran Foer
30335.Demon_in_My_View,Demon in My View,8497938747,Ruth Rendell
24767.Touching_Darkness,Touching Darkness,9781735771984,Scarlett St. Clair
28385.In_the_Shadow_of_Young_Girls_in_Flower,In the Shadow of Young Girls in Flower,1691245690,Marcel Proust
13502970-incendiary,Incendiary,9781368023801,Zoraida Córdova
12792658-unsouled,UnSouled,9781943363346,Will L. Wight
1651302.Perfect,Perfect,9780344581656,George Bernard Shaw
237320.So_B_It,So B. It,9780066236223,Sarah Weeks
5199022-cut-run,Cut & Run,9780786867264,Ridley Pearson
937020.A_Lantern_in_Her_Hand,A Lantern in Her Hand,0448170779,Bess Streeter Aldrich
13083.Hoot,Hoot,9780375890277,Carl Hiaasen
7132363-freedom,Freedom™,1521889449,Nannette LaRee Hernandez
7970273-spy-glass,Spy Glass,1408905639,Maria V. Snyder
113429.No_One_Belongs_Here_More_Than_You,No One Belongs Here More Than You,0743299396,Miranda July
16070143-teardrop,Teardrop,0684852926,Jeffery Deaver
6660747-ecstasy-unveiled,Ecstasy Unveiled,9780446556828,Larissa Ione
7912007-full-dark-no-stars,"Full Dark, No Stars",3453266994,Stephen King
352262.How_to_Train_Your_Dragon,How to Train Your Dragon,9798532917385,Fissany Fans Club
1059.Shibumi,Shibumi,9780786181117,Trevanian.
205218.Ethics,Ethics,3787302565,Aristotle
25807.The_Postman_Always_Rings_Twice,The Postman Always Rings Twice,9780394725833,James M. Cain
12810834-172-hours-on-the-moon,172 Hours on the Moon,1405512598,Johan Harstad
12027429-scent-of-magic,Scent of Magic,9781460300312,Maria V. Snyder
118252.Mahabharata,Mahabharata,0143433164,Bibek Debroy
16331.Murder_at_the_Vicarage,Murder at the Vicarage,1417617659,Agatha Christie
32255.Vanish,Vanish,054801955X,Edward Phillips Oppenheim
20579287-the-queen-of-zombie-hearts,The Queen of Zombie Hearts,9781743691267,Gena Showalter
589979.Daughter_of_the_Empire,Daughter of the Empire,9780553272116,Raymond E. Feist
248103.God_Shaped_Hole,God-Shaped Hole,9781492646945,Tiffanie DeBartolo
723456.Capit_es_da_Areia,Capitães da Areia,8420631329,Jorge Amado
35212978-the-17th-suspect,The 17th Suspect,0316274046,James Patterson
21416690-the-invisible-library,The Invisible Library,1101988649,Genevieve Cogman
46087.The_White_Hotel,The White Hotel,067076292X,D. M. Thomas
89370.Tao_of_Pooh_and_Te_of_Piglet_Boxed_Set,Tao of Pooh and Te of Piglet Boxed Set,Book not found,Author not found
1537534.Unbelievable,Unbelievable,0809227924,Joan Rattner Heilman
19486.In_the_Country_of_Last_Things,In the Country of Last Things,0670814458,Paul Auster
4929705-a-reliable-wife,A Reliable Wife,1554685036,Robert Goolrick
29582.Foundation_and_Earth,Foundation and Earth,9782070417520,Isaac Asimov
45252.Pandora_s_Star,Pandora's Star,9783453077829,Carolyn Clowes
7199667-princess-of-glass,Princess of Glass,1599904780,Jessica Day George
2339.Jessica,Jessica,9798474808369,Patrice D'AURIA
24472.Peony_in_Love,Peony in Love,0739327291,Lisa See
7116709-the-left-hand-of-god,The Left Hand of God,9780800614522,William E. Barrett
129619.A_Kingdom_of_Dreams,A Kingdom of Dreams,9785697000328,Judith McNaught
28434.JR,JR,0759541094,Martin Luther King Jr.
321566.Dictionary_of_the_Khazars,Dictionary of the Khazars,039457236X,Milorad Pavić
3304.City_of_the_Beasts,City of the Beasts,1913689328,Phil Baker
16790.Smoke_and_Mirrors,Smoke and Mirrors: Short Fiction and Illusions,Book not found,Author not found
37847.The_Long_Hard_Road_Out_of_Hell,The Long Hard Road Out of Hell,9780062212658,Marilyn Manson
8109130-darkness-becomes-her,Darkness Becomes Her,0857071467,Kelly Keaton
139390.This_Perfect_Day,This Perfect Day,0394448588,Ira Levin
266607.Valiant,Valiant,9781404337664,Gertrude Franklin Horn Atherton
16171291-the-silent-wife,The Silent Wife,1986231097,A. S. A. Harrison
10586539-wake,Wake,0824028279,James Joyce
22816087-seveneves,Seveneves,8466658955,Neal Stephenson
2917816-heir-to-sevenwaters,Heir to Sevenwaters,0451462335,Juliet Marillier
3206011-crazy-love,Crazy Love: Overwhelmed by a Relentless God,9781594153471,Chris Tomlin
18137087-odinsbarn,Odinsbarn,Book not found,Author not found
366524.Call_It_Sleep,Call It Sleep,9780140181753,Henry Roth
794779.Le_Grand_Meaulnes,Le Grand Meaulnes,9782735203048,Alain-Fournier
10874177-etiquette-espionage,Etiquette & Espionage,1405513659,Gail Carriger
78982.Not_a_Penny_More_Not_a_Penny_Less,"Not a Penny More, Not a Penny Less",9780224013093,Jeffrey Archer
759517.Hard_to_Be_a_God,Hard to Be a God,1613748310,Аркадий Натанович Стругацкий
43263680-ninth-house,Ninth House,1250238064,Leigh Bardugo
310258.The_Snowy_Day,The Snowy Day,0593206592,Ezra Jack Keats
28481.Dragon_Wing,Dragon Wing,0553057278,Margaret Weis
10836728-the-rook,The Rook,1611207088,Daniel O'Malley
16123975-last-stand-of-dead-men,Last Stand of Dead Men,000748920X,Derek Landy
77448.Falls_the_Shadow,Falls the Shadow,2070368017,Edgar Allan Poe
604803.Confessor,Confessor,9781423316596,Terry Goodkind
61958.Moreta,Moreta: Dragonlady of Pern,ISBN not found,Author not found
6618272-the-siren,The Siren,9780385333498,Kurt Vonnegut
30243.Seduced_by_Moonlight,Seduced by Moonlight,1593554214,Laurell K. Hamilton
30271.Incubus_Dreams,Incubus Dreams,1593356781,Laurell K. Hamilton
9256414-hereafter,Hereafter,0600207056,Dorothy Dunnett
451565.Human_All_Too_Human,"Human, All Too Human: A Book for Free Spirits",9781099406263,Alexander Harvey
17317675-epilogue,Epilogue,0833707388,William Caxton
25664563-love-me-never,Love Me Never,9780849919510,Marilyn Meberg
2051840.The_Coffin_Club,The Coffin Club,ISBN not found,Author not found
5356711-the-winner-stands-alone,The Winner Stands Alone,0061750441,Paulo Coelho
82895.A_Man,A Man,1707539847,Frank Norris
205189.Auto_da_F_,Auto-da-Fé,8804379413,Eugenio Montale
175078.The_Seven_Storey_Mountain,The Seven Storey Mountain,9780451051691,Thomas Merton
8951.The_Lake_of_Souls,The Lake of Souls,9780316016650,Darren Shan
17880714-crashed,Crashed,849620832X,Neal Stephenson
5135.Point_Counter_Point,Point Counter Point,0701108134,Aldous Huxley
6351939-sea-glass,Sea Glass,0754091864,Anita Shreve
49570871-mistress-of-rome,Mistress of Rome,ISBN not found,Thomas Howard
263145.Vampire_Knight_Vol_1,"Vampire Knight, Vol. 1",4592183010,樋野 まつり
21718.Blindsighted,Blindsighted,9780765312181,Peter Watts
825508.A_Dangerous_Fortune,A Dangerous Fortune,0440295300,Ken Follett
234724.Shadow_Puppets,Shadow Puppets,9780765304759,Orson Scott Card
92417.The_Thin_Red_Line,The Thin Red Line,9783596312207,James Jones
6512154-zeitoun,Zeitoun,9780307387943,Dave Eggers
6600137-captivate,Captivate,9798604542880,John Buchan
3295695-dragon-actually,Dragon Actually,1420103733,G. A. Aiken
478894.The_Sword_of_Shannara_Trilogy,The Sword of Shannara Trilogy,034546205X,Terry Brooks
64218.Eric,Eric,1421906198,H. Rider Haggard
257149.Lord_of_the_Silver_Bow,Lord of the Silver Bow,9782811218799,David A. Gemmell
2164318.Ways_to_Live_Forever,Ways to Live Forever,9780545365796,Sally Nicholls
68483.The_Vor_Game,The Vor Game,9781886778856,Lois McMaster Bujold
7981206-dead-reckoning,Dead Reckoning,9780718127992,Sam Llewellyn
3507.Twelve_Sharp,Twelve Sharp,9780739326435,Janet Evanovich
233637.The_Hidden_Staircase,The Hidden Staircase,1440673659,Carolyn Keene
43324.Are_You_Afraid_of_the_Dark_,Are You Afraid of the Dark?,9780060559342,Sidney Sheldon
13661.Tehanu,Tehanu,9722329510,Ursula K. Le Guin
31168.Shirley,Shirley,9781420901849,"Brontë, Charlotte"
46349.Funny_in_Farsi,Funny in Farsi: A Memoir of Growing Up Iranian in America,9780812968378,Firoozeh Dumas
9461872-sisterhood-everlasting,Sisterhood Everlasting,0307912221,Ann Brashares
8458018-the-warlock,The Warlock,9780441873289,Christopher Stasheff
16140408-down-london-road,Down London Road,1405913045,Samantha Young
3344411-every-man-dies-alone,Every Man Dies Alone,9781935554271,Hans Fallada
5546.The_Feynman_Lectures_on_Physics,The Feynman Lectures on Physics,9780738208428,Richard Phillips Feynman
11851522-the-complete-works-of-h-p-lovecraft,The Complete Works of H.P. Lovecraft,1774378760,H. P. Lovecraft
7128341-the-prince-of-mist,The Prince of Mist,1467901288,Penelope Marzec
72657.Pedagogy_of_the_Oppressed,Pedagogy of the Oppressed,1501314149,Paulo Freire
40275288-the-priory-of-the-orange-tree,The Priory of the Orange Tree,9781526612861,Samantha Shannon
2743.The_Lost_Boy,The Lost Boy,9780757396069,Dave Pelzer
15567.The_Wishsong_of_Shannara,The Wishsong of Shannara,0345444620,Terry Brooks
92163.Sarum,Sarum: The Novel of England,9780517565872,Crown
110692.The_Redemption_of_Althalus,The Redemption of Althalus,9780002247542,David Eddings
13323842-predestined,Predestined,ISBN not found,John Wesley
35889209-white-rose-black-forest,"White Rose, Black Forest",9781503954052,Eoin Dempsey
6425.Hard_Eight,Hard Eight,9780753168004,Janet Evanovich
2287.Other_Voices_Other_Rooms,"Other Voices, Other Rooms",9788402085153,Truman Capote
6373717-hold-still,Hold Still,9780525421559,Nina LaCour
15813668-fifth-grave-past-the-light,Fifth Grave Past the Light,142723079X,Darynda Jones
39943621-fire-blood,Fire & Blood,2290209007,George R. R. Martin
254389.Battlefield_Of_The_Mind,Battlefield Of The Mind: Winning The Battle In Your Mind,9780446692144,Joyce Meyer
89731.Kira_Kira,Kira-Kira,9781416910459,Cynthia Kadohata
99111.The_World_of_Winnie_the_Pooh,The World of Winnie-the-Pooh,9780603560347,A. A. Milne
35247769-always-and-forever-lara-jean,"Always and Forever, Lara Jean",9781407179193,Jenny Han
3399.Birds_Without_Wings,Birds Without Wings,0436205556,Louis de Bernières
213652.Heir_Apparent,Heir Apparent,0498069540,Geoffrey Wakeford
374388.Testament_of_Youth,Testament of Youth,9780872236714,Vera Brittain
6194.Waiting_for_the_Barbarians,Waiting for the Barbarians,3596155851,J. M. Coetzee
5872.Regeneration,Regeneration,9780108742767,Rand McNally
498641.The_Practice_of_the_Presence_of_God,The Practice of the Presence of God,9781794577169,Alan Vermilye
40470.Cities_of_the_Plain,Cities of the Plain,9780676549225,Cormac McCarthy
3678651-bad-girls-don-t-die,Bad Girls Don't Die,1423138058,Katie Alender
113441.The_Day_of_the_Locust,The Day of the Locust,9781443435482,Nathanael West
3764.From_Russia_With_Love,From Russia With Love,9780859974011,Ian Fleming
9815702-drink-deep,Drink Deep,9780575113404,Chloe Neill
117251.Hamlet,"Hamlet: Screenplay, Introduction And Film Diary",0393315053,Kenneth Branagh
107195.I_Kissed_Dating_Goodbye,I Kissed Dating Goodbye: A New Attitude Toward Relationships and Romance,Book not found,Author not found
464260.The_Fire_Next_Time,The Fire Next Time,9781602833647,James Baldwin
74256.Le_Petit_Nicolas,Le Petit Nicolas,0320048322,Jean-Jacques Sempé
8537327-inside-out-back-again,Inside Out & Back Again,0061962783,Thanhha Lai
24784.The_Black_Cauldron,The Black Cauldron,0590704192,Alison Sage
7384801-taken-by-midnight,Taken by Midnight,9780440245278,Lara Adrian
37301.Rules_of_Prey,Rules of Prey,9780399134654,John Sandford
78950.Little_Men,Little Men,0141366087,Louisa May Alcott
107776.Ransom,Ransom,1784080594,Edith Pargeter
8720917-you-against-me,You Against Me,0857560026,Jenny Downham
13490543-fractured,Fractured,ISBN not found,"Devonshire Royal Hospital (Buxton, Derbyshire, England)"
8575295-wisdom,Wisdom,1729338631,Gilbert Keith Chesterton
287633.Dark_Magic,Dark Magic,9781407488875,Christine Feehan
68378.Dragons_of_Spring_Dawning,Dragons of Spring Dawning,9780786915897,Margaret Weis
106096.Death_on_the_Installment_Plan,Death on the Installment Plan,0586023941,Louis-Ferdinand Celine
2784.Ways_of_Seeing,Ways of Seeing,9780141917986,John Berger
11532160-requiem,Requiem,9781856931175,Ramón J. Sender
2531.The_Cave,The Cave,8495354608,Jean M. Auel
210834.Kim,Kim,9798778680029,Rudyard Kipling
275325.The_Butter_Battle_Book,The Butter Battle Book,0881034215,Dr. Seuss
6481245-shades-of-midnight,Shades of Midnight,9780440245261,Lara Adrian
1491117.Der_Schrecksenmeister,Der Schrecksenmeister,3492049370,Walter Moers
3609763-the-twilight-saga,The Twilight Saga: The Official Illustrated Guide,0316043125,Stephenie Meyer
2501453._,عابر سرير,Book not found,Author not found
542752.Things_Not_Seen,Things Not Seen,0399236260,Andrew Clements
7976.Taggerung,Taggerung,0091769388,Brian Jacques
32722510-the-zookeeper-s-wife,The Zookeeper's Wife,9781410403490,Diane Ackerman
6969361-2-states,2 States: The Story of My Marriage,ISBN not found,Author not found
7825557-a-tale-dark-grimm,A Tale Dark & Grimm,8424637798,Adam Gidwitz
157409.Dream_Story,Dream Story,9780836938784,H. G. Wells
16158596-lexicon,Lexicon,0198642148,Henry George Liddell
9597.Player_Piano,Player Piano,9789997408693,Kurt Vonnegut
261240.The_Cask_of_Amontillado,The Cask of Amontillado,1538488949,Edgar Allan Poe
227658.Running_Out_of_Time,Running Out of Time,0807280321,Margaret Peterson Haddix
105551.Fox_in_Socks,Fox in Socks,0001717987,Dr. Seuss
435045.Wicked_Deeds_on_a_Winter_s_Night,Wicked Deeds on a Winter's Night,1416571507,Kresley Cole
2954411-living-dead-girl,Living Dead Girl,9781299579262,Tod Goldberg
32258.Body_Double,Body Double,9781415900925,Tess Gerritsen
19747756-house,House,ISBN not found,United States. Bureau of the Census
14745338-fairest,Fairest,0545110254,Gail Carson Levine
30245.Cerulean_Sins,Cerulean Sins,9781590862001,Laurell K. Hamilton
12963457-the-devil-s-eyes,The Devil's Eyes,9781783370634,Alan Wakefield
4339.Dispatches,Dispatches,9781447275060,Michael Herr
248069.Child_of_All_Nations,Child of All Nations,9781590203019,"Hofmann, Michael"
111180.Perfect_Match,Perfect Match,0333346823,Jill McGown
31795.The_Story_of_Philosophy,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,ISBN not found,Will Durant
