bookId,new_author,clean_author,birthplace,latlong,author_used
672222.Pale_Horse_Pale_Rider,Katherine Anne Porter,Katherine Anne Porter,"Indian Creek, Texas",31.5225 -98.97972222222222,1
77425.Desolation_Island,Patrick O'Brian,Patrick O'Brian,Buckinghamshire,51.833333333333336 -0.8333333333333334,1
324022.A_Bride_Most_Begrudging,Deeanne Gist,Deeanne Gist,,,2
87273.The_Tin_Princess,Philip Pullman,Philip Pullman,Norwich,52.63 1.297,1
2192092.The_Last_Watch,Paul Monette,Sergei Lukyanenko,"Karatau, Kazakhstan",43.166666666666664 70.45,1
7863423-simply-irresistible,Raj Persaud,Jill Shalvis,,,2
158217.Journey_by_Moonlight,Antal Szerb,Antal Szerb,,,2
63461.Terms_of_Endearment,Larry McMurtry,Larry McMurtry,"Archer City, Texas",33.594166666666666 -98.62638888888888,1
8483147-hidden-away,Sharon Dunn,Maya Banks,United States,38.88333333333333 -77.01666666666667,1
4067103-ransom-my-heart,Meg Cabot,Meg Cabot,"Bloomington, Indiana",39.16222222222222 -86.52916666666667,1
31487.Unweaving_the_Rainbow,,Richard Dawkins,Nairobi,-1.2863888888888888 36.81722222222222,1
4424.An_Unfinished_Life,,Robert Dallek,,,2
18398089-quintessentially-q,Pepper Winters,Pepper Winters,,,2
17876897-one-with-you,Paramahansa Yogananda,Sylvia Day,,,2
20557510-better-when-he-s-bad,Jay Crownover,Jay Crownover,,,2
16068341-the-truth-about-alice,Jennifer Mathieu,Jennifer Mathieu,,,2
17333171-magic-shifts,Ilona Andrews,Ilona Andrews,,,2
29739361-traitor-to-the-throne,Alwyn Hamilton,Alwyn Hamilton,Toronto,43.74166666666667 -79.37333333333333,1
25446343-muse-of-nightmares,Laini Taylor,Laini Taylor,"Chico, California",39.74 -121.83555555555556,1
48758.Boy_Meets_Girl,,Joshua Harris,,,2
418.Been_Down_So_Long_It_Looks_Like_Up_To_Me,Richard Fariña,Richard Fariña,New York City,40.71277777777778 -74.00611111111111,1
474078.Ali_and_Nino,Kurban Said,Kurban Said,,,2
60925.Fledgling,Octavia E. Butler,Octavia E. Butler,"Pasadena, California",34.15611111111111 -118.13194444444444,1
688826.The_Life_of_Samuel_Johnson,Sir John Hawkins,James Boswell,Edinburgh,55.95333333333333 -3.1891666666666665,1
8479092-ghost-country,Sara Paretsky,Patrick Lee,"Ames, Iowa",42.03472222222222 -93.62,2
102259.Playing_with_Fire,Derek Landy,Gena Showalter,Oklahoma,35.0 -98.0,1
6973772-a-tailor-made-bride,Karen Witemeyer,Karen Witemeyer,,,2
420782.If_You_Desire,Yahrah St. John,Kresley Cole,,,2
10121801-shiver-trilogy-boxset,,Maggie Stiefvater,"Harrisonburg, Virginia",38.449444444444445 -78.86888888888889,1
60521.Pigs_Have_Wings,P. G. Wodehouse,P.G. Wodehouse,,,2
17700010-falling-into-us,Joy Sparks Journals,Jasinda Wilder,,,2
11402002-discount-armageddon,Seanan McGuire,Seanan McGuire,California,35.491035 -119.347852,1
11962191-the-golden-door,David M. Reimers,Emily Rodda,,,2
23310763-the-anatomical-shape-of-a-heart,Jenn Bennett,Jenn Bennett,Frankfurt am Main,,1
248682.Key_of_Knowledge,Nora Roberts,Nora Roberts,"Silver Spring, Maryland",39.002441 -77.020791,1
22571259-the-honest-truth,Dan Gemeinhart,Dan Gemeinhart,,,2
352428.Untouchable,Mulk Raj Anand,Kate Brian,Peshawar,34.01444444444444 71.5675,2
169836.When_Joy_Came_to_Stay,Karen Kingsbury,Karen Kingsbury,,,2
38562.A_Bite_to_Remember,Lynsay Sands,Lynsay Sands,"Leamington, Ontario",42.06666666666667 -82.58333333333333,1
255458.Systematic_Theology,,Wayne Grudem,,,2
1620913.Chosen,Chaim Potok,Ted Dekker,"Bronx, New York",,2
8542996-shift,Stephen King,Jeri Smith-Ready,Maine,45.0 -69.0,2
304344.The_Man_Who_Loved_Children,Christina Stead,Christina Stead,"Rockdale, New South Wales",-33.95329 151.13996,1
9738483-archangel-s-storm,Nalini Singh,Nalini Singh,,,2
31374.A_Great_Deliverance,Elizabeth George,Elizabeth George,"Warren, Ohio",41.23833333333334 -80.81444444444445,1
1557569.Maintenant_qu_il_fait_tout_le_temps_nuit_sur_toi,Mathias Malzieu,Mathias Malzieu,,,2
15727731-beauty-awakened,Art-Workers' Guild.,Gena Showalter,Oklahoma,35.0 -98.0,1
17877.The_House_of_the_Dead,Фёдор Михайлович Достоевский,Fyodor Dostoyevsky,,,2
1395807.Blue_Heaven,Heather Graham,C.J. Box,United States,38.88333333333333 -77.01666666666667,2
15743072-the-stranger-i-married,Sylvia Day,Sylvia Day,,,2
18143905-the-opposite-of-loneliness,,Marina Keegan,"Boston, Massachusetts",,1
630103.Confessions,Augustine of Hippo,Kate Brian,Numidia Cirtensis,,2
630104.Inner_Circle,Brad Meltzer,Kate Brian,,,2
9487.A_Time_to_Embrace,William Stacy Johnson,Karen Kingsbury,,,2
6050894-take-two,John Godey,Karen Kingsbury,,,2
39030.Reliquary,,Douglas Preston,"Cambridge, Massachusetts",42.37361111111111 -71.11055555555555,1
998.The_Millionaire_Next_Door,,Thomas J. Stanley,,,2
6922622-going-rogue,,Sarah Palin,"Sandpoint, Idaho",48.266666666666666 -116.56666666666666,1
311164.Black_Sheep,Georgette Heyer,Georgette Heyer,,,2
32105.Sylvester,William Steig,Georgette Heyer,,,2
377993.Joe,Marshall Saunders,Larry Brown,,,2
80631.Blood_Memory,Greg Iles,Greg Iles,Stuttgart,48.7775 9.18,1
7640261-sex-at-dawn,,Christopher Ryan,Bayswater,51.5095 -0.1929,1
22028.Omerta,Mario Puzo,Mario Puzo,New York City,40.71277777777778 -74.00611111111111,1
176892.The_Elvenbane,Andre Norton,Andre Norton,Cleveland,41.48222222222222 -81.66972222222222,1
15990489-a-week-in-winter,Maeve Binchy,Maeve Binchy,Dalkey,53.276 -6.104,1
15743075-seven-years-to-sin,Sylvia Day,Sylvia Day,,,2
24876258-the-aeronaut-s-windlass,Jim Butcher,Jim Butcher,"Independence, Missouri",39.07972222222222 -94.40666666666667,1
550844.Cycle_of_the_Werewolf,Stephen King,Stephen King,Maine,45.0 -69.0,1
18523711-darkness,Joseph Conrad,Laurann Dohner,Berdychiv,49.9 28.566666666666666,2
17234659-ten-thousand-skies-above-you,Claudia Gray,Claudia Gray,,,2
274400.Justice_Hall,Laurie R. King,Laurie R. King,"Oakland, California",37.80444444444444 -122.27083333333333,1
1977834.Dans_le_caf_de_la_jeunesse_perdue,,Patrick Modiano,Boulogne-Billancourt,48.8352 2.2409,1
228345.The_Orchid_Thief,,Susan Orlean,Cleveland,41.48222222222222 -81.66972222222222,1
58893.Briar_s_Book,Tamora Pierce,Tamora Pierce,"South Connellsville, Pennsylvania",39.99805555555555 -79.58611111111111,1
153783.The_Will_of_the_Empress,Tamora Pierce,Tamora Pierce,"South Connellsville, Pennsylvania",39.99805555555555 -79.58611111111111,1
870461.Just_Beyond_the_Clouds,Karen Kingsbury,Karen Kingsbury,,,2
165782.Second_Nature,Nora Roberts,Alice Hoffman,New York City,40.71277777777778 -74.00611111111111,1
228244.This_Way_for_the_Gas_Ladies_and_Gentlemen,Tadeusz Borowski,Tadeusz Borowski,,,2
3004139-the-little-book,M. R. N. Publishing,Selden Edwards,Sacramento Valley,39.0 -121.5,1
93729.Princess_in_Waiting,Meg Cabot,Meg Cabot,"Bloomington, Indiana",39.16222222222222 -86.52916666666667,1
71869.Burning_For_Revenge,John Marsden,John Marsden,,,2
900682.An_Inspector_Calls,J. B. Priestley,J.B. Priestley,West Riding of Yorkshire,53.86 -1.15,2
81048.Spilling_Open,,Sabrina Ward Harrison,,,2
7519640-war,John Bunyan,Sebastian Junger,Bedfordshire,52.083333333333336 -0.4166666666666667,2
124923.The_Moneychangers,Upton Sinclair,Arthur Hailey,Bedfordshire,52.083333333333336 -0.4166666666666667,1
2214574.Lavinia,Betty Neels,Ursula K. Le Guin,"Berkeley, California",37.87166666666667 -122.27277777777778,1
4842437-der-seelenbrecher,Sebastian Fitzek,Sebastian Fitzek,West Germany,,1
7163862-zoo-city,Lauren Beukes,Lauren Beukes,Johannesburg,-26.204444444444444 28.045555555555556,1
97860.Tuesday,Mitch Albom,David Wiesner,"Bridgewater Township, New Jersey",40.592358 -74.60401,1
10587120-killing-lincoln,,Bill O'Reilly,,,2
79484.Through_a_Glass_Darkly,Karleen Koen,Karleen Koen,New York (state),43.0 -76.0,1
1438096.Firesong,William Nicholson,William Nicholson,,,2
621687.Gideon_the_Cutpurse,Linda Buckley-Archer,Linda Buckley-Archer,,,2
449017.Praise_of_Folly,Desiderius Erasmus,Erasmus,,,2
199635.Fair_and_Tender_Ladies,Lee Smith,Lee Smith,,,2
1783289.Ambition,Lisa Michaels,Kate Brian,,,2
5498077-code-of-the-clans,Erin Hunter,Erin Hunter,,,2
24764.The_Last_Days,"Edward Bulwer Lytton, Baron Lytton",Scott Westerfeld,Dallas,32.77916666666667 -96.80888888888889,1
239065.The_Descent,Charles Darwin,Jeff Long,Shrewsbury,52.708 -2.754,2
475965.Pornografia,Witold Gombrowicz,Witold Gombrowicz,Congress Poland,52.2333 21.0167,1
7129468-the-daughters,Josephine Tey,Joanna Philbin,Inverness,57.4778 -4.2247,2
1891296.The_Fire_Eternal,Chris D'Lacey,Chris d'Lacey,Valletta,35.89833333333333 14.5125,1
6556261-hell-s-heroes,Roger Maynard,Darren Shan,,,2
8685644-haunting-violet,Alyxandra Harvey,Alyxandra Harvey,,,2
15549.Armageddon_s_Children,Terry Brooks,Terry Brooks,"Sterling, Illinois",41.79666666666667 -89.69333333333333,1
91760.The_Diary_of_Frida_Kahlo,,Frida Kahlo,Coyoacán,19.35 -99.16166666666666,1
10414941-catherine-the-great,,Robert K. Massie,"Versailles, Kentucky",38.054722222222225 -84.73083333333334,1
10065348-the-secret-war,Gerald Pawle,Matt Myklusch,,,2
11242368-the-accidental-hero,John Stivers,Matt Myklusch,,,2
19286623-lead,Jerome Jerome,Kylie Scott,,,2
100629.The_Universe_in_a_Single_Atom,,Dalai Lama XIV,,,2
28978.Suffer_the_Little_Children,Donna Leon,Donna Leon,"Montclair, New Jersey",40.824998 -74.210856,1
167302.The_Story_of_Lucy_Gault,William Trevor,William Trevor,County Cork,51.96666666666667 -8.583333333333334,1
311308.Devil_s_Cub,Georgette Heyer,Georgette Heyer,,,2
16356.The_Mysterious_Mr_Quin,Agatha Christie,Agatha Christie,Devon,50.71666666666667 -3.716666666666667,1
82553.The_Night_Is_for_Hunting,John Marsden,John Marsden,,,2
7831145-play-of-passion,"Krauskopf, Joseph",Nalini Singh,,,2
6419887-the-boy-who-harnessed-the-wind,,William Kamkwamba,Malawi,-13.95 33.7,1
26936.Rock_Springs,Richard Ford,Richard Ford,"Jackson, Mississippi",32.29888888888889 -90.18472222222222,1
13425352-nine-s-legacy,,Pittacus Lore,,,2
922119.Woman_on_the_Run,Lisa Marie Rice,Lisa Marie Rice,,,2
22852698-the-liar-s-key,Mark Lawrence,Mark Lawrence,,,2
457762.Sylvester_and_the_Magic_Pebble,William Steig,William Steig,,,2
13151.London_Bridges,James Patterson,James Patterson,"Newburgh, New York",41.51972222222222 -74.0213888888889,1
402.Mao_II,Don DeLillo,Don DeLillo,,,2
104216.Peachtree_Road,Anne Rivers Siddons,Anne Rivers Siddons,"Fairburn, Georgia",33.5625 -84.5813888888889,1
878307.Duncton_Wood,William Horwood,William Horwood,,,2
12447.You_Can_t_Go_Home_Again,Thomas Wolfe,Thomas Wolfe,,,2
85993.Party_Princess,Shannon Hale,Meg Cabot,"Bloomington, Indiana",39.16222222222222 -86.52916666666667,1
226425.Small_Steps,Peg Kehret,Peg Kehret,,,2
3942622-the-immortal-hunter,Lynsay Sands,Lynsay Sands,"Leamington, Ontario",42.06666666666667 -82.58333333333333,1
47241.Tinker,John le Carré,Wen Spencer,Poole,50.71666666666667 -1.9833333333333334,2
339026.The_Akhenaten_Adventure,Philip Kerr,P.B. Kerr,Edinburgh,55.95333333333333 -3.1891666666666665,2
11273356-hunted,Charles Dickens,Evangeline Anderson,Portsmouth,50.80583333333333 -1.0872222222222223,2
13075513-nobody-s-hero,Carrie Alexander,Kallypso Masters,,,2
140278.4,Agatha Christie,Agatha Christie,Devon,50.71666666666667 -3.716666666666667,1
29496208-blood-vow,Karin Tabke,J.R. Ward,"Miami, Florida",,2
137098.The_Little_Lady_Agency,Hester Browne,Hester Browne,,,2
2206960.Revelation,Arthur Conan Doyle,Kate Brian,Edinburgh,55.95333333333333 -3.1891666666666665,2
112075.The_Spring_of_the_Ram,Dorothy Dunnett,Dorothy Dunnett,Dunfermline,56.07192 -3.4393,1
50725.The_Pursuit_of_Love_Love_in_a_Cold_Climate,Nancy Mitford,Nancy Mitford,London,51.507222222222225 -0.1275,1
6503152-bitten-by-cupid,Lynsay Sands,Lynsay Sands,"Leamington, Ontario",42.06666666666667 -82.58333333333333,1
294285.Communion,Whitley Strieber,Whitley Strieber,"San Antonio, Texas",,1
112872.A_Light_in_the_Window,Jan Karon,Jan Karon,,,2
24779.The_Castle_of_Llyr,Lloyd Alexander,Lloyd Alexander,Pennsylvania,41.0 -78.0,1
1933181.The_Lady_Elizabeth,Alison Weir,Alison Weir,,,2
13806.The_Thousandfold_Thought,R. Scott Bakker,R. Scott Bakker,"Simcoe, Ontario",42.833333333333336 -80.3,1
12700306-tricked,Monika Hollemann,Kevin Hearne,Arizona,35.0 -112.0,1
17558817-be-with-me,Julia Claiborne Johnson,Jennifer L. Armentrout,"Martinsburg, West Virginia",39.45916666666667 -77.96777777777778,1
13570639-beauty-and-the-beast,King Book123,Jenni James,,,2
45234.The_Gun_Seller,Hugh Laurie,Hugh Laurie,Blackbird Leys,51.721 -1.201,1
6420.Visions_of_Sugar_Plums,Janet Evanovich,Janet Evanovich,"South River, New Jersey",40.445652 -74.378459,1
13012638-the-end-of-infinity,Matt Myklusch,Matt Myklusch,,,2
10222362-mila-2-0,Debra Driza,Debra Driza,,,2
16707.Wonder_Boys,Nathaniel Hawthorne,Michael Chabon,"Washington, D.C.",38.90472222222222 -77.01638888888888,1
125432.The_Night_in_Lisbon,,Erich Maria Remarque,German Empire,52.516666666666666 13.4,1
6572.Suffer_the_Children,Arthur Bradman,John Saul,,,2
6519314-the-day-the-falls-stood-still,Cathy Marie Buchanan,Cathy Marie Buchanan,"Niagara Falls, Ontario",43.06 -79.10666666666667,1
8296.The_First_Four_Years,Laura Ingalls Wilder,Laura Ingalls Wilder,"Pepin County, Wisconsin",44.6 -92.0,1
7958.Sarah,Patricia MacLachlan,Orson Scott Card,"Richland, Washington",46.27972222222222 -119.28138888888888,1
93794.The_Kill_Artist,Daniel Silva,Daniel Silva,,,2
545875.Hot_Blooded,Lisa Jackson,Lisa Jackson,,,2
6064646-the-splendor-falls,Laurie McBain,Rosemary Clement-Moore,"Riverside, California",33.948055555555555 -117.39611111111111,2
149621.Ice_Station_Zebra,Alistair MacLean,Alistair MacLean,Shettleston,55.850023 -4.170712,1
11750412-every-other-day,William Dean Howells,Jennifer Lynn Barnes,"Martins Ferry, Ohio",40.09916666666667 -80.72527777777778,2
146106.The_Castafiore_Emerald,Hergé,Hergé,,,2
102661.The_Diviners,Dante Alighieri,Margaret Laurence,Manitoba,55.0 -97.0,1
11237412-six-s-legacy,Joel D. Freeman,Pittacus Lore,,,2
127028.The_Magnificent_Ambersons,Booth Tarkington,Booth Tarkington,Indiana,40.0 -86.0,1
177523.Rights_of_Man,Thomas Paine,Thomas Paine,Thetford,52.41 0.74,1
13605496-need,Michael Crichton,Sherri Hayes,Chicago,41.88194444444444 -87.62777777777778,2
17735.Light,Philip Pullman,M. John Harrison,"Rugby, Warwickshire",52.37 -1.26,1
22693811-the-penderwicks-in-spring,Jeanne Birdsall,Jeanne Birdsall,Pennsylvania,41.0 -78.0,1
696703.Not_Even_a_Hint,,Joshua Harris,,,2
79090.Party_Monster,,James St. James,"Saginaw, Michigan",43.41777777777778 -83.96444444444444,1
153193.Undead_and_Unemployed,MaryJanice Davidson,MaryJanice Davidson,,,2
826583.If_You_Take_a_Mouse_to_the_Movies,Laura Joffe Numeroff,Laura Joffe Numeroff,,,2
356896.The_Greatest_Salesman_in_the_World,Og Mandino,Og Mandino,"Framingham, Massachusetts",42.27916666666667 -71.41666666666667,1
5041279-rough-raw-and-ready,Lorelel James,Lorelei James,,,2
266599.Vampire_Kisses,Ellen Schreiber,Ellen Schreiber,,,2
511528.The_Lottie_Project,Jacqueline Wilson,Vicky Ireland,"Bath, Somerset",51.38 -2.36,2
3064278,sotiriou dido / σωτηρίου διδώ,Dido Sotiriou,Aydın,37.848055555555554 27.845277777777778,1
13438524-flight-behavior,Barbara Kingsolver,Barbara Kingsolver,"Annapolis, Maryland",38.973055555555554 -76.50111111111111,1
137972.The_Last_Vampire,R. A. Steffan,Christopher Pike,,,2
13549445-all-my-love-detrick,Roberta Kagan,Roberta Kagan,,,2
836610.Fruits_Basket_Vol_10,Natsuki Takaya,Natsuki Takaya,Tokyo,35.68972222222222 139.69222222222223,1
1783281.Legacy,Wilkie Collins,Kate Brian,Marylebone,51.5177 -0.147,2
5137.The_Flame_Trees_of_Thika,ELSPETH HUXLEY,Elspeth Huxley,,,2
901111.Tanakh,Logos Research Systems Inc,Anonymous,,,2
45169.Step_on_a_Crack,James Patterson,James Patterson,"Newburgh, New York",41.51972222222222 -74.0213888888889,1
143691.Shadow_Man,Jane Goodall,Cody McFadyen,,,2
597040.The_Carpet_People,Terry Pratchett,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
41958.Nights_of_Rain_and_Stars,Maeve Binchy,Maeve Binchy,Dalkey,53.276 -6.104,1
125564.Night_of_the_Living_Dummy,R. L. Stine,R.L. Stine,,,2
1033346.Kensuke_s_Kingdom,Michael Morpurgo,Michael Morpurgo,Hertfordshire,51.81666666666667 -0.21666666666666667,1
16315.Crooked_House,Agatha Christie,Agatha Christie,Devon,50.71666666666667 -3.716666666666667,1
2653622-the-keepsake,rabie aouchette,Tess Gerritsen,San Diego,32.715 -117.1625,1
9526.Embroideries,Stafford Whiteaker,Marjane Satrapi,,,2
13325079-billy-lynn-s-long-halftime-walk,Ben Fountain,Ben Fountain,,,2
5055.Night_Over_Water,Ken Follett,Ken Follett,Cardiff,51.48166666666667 -3.1791666666666667,1
1946.Little_Women_Little_Men_Jo_s_Boys,Louisa May Louisa May Alcott,Louisa May Alcott,"Germantown, Philadelphia",40.043 -75.181,1
6340016-lit,William Manchester,Mary Karr,East Texas,31.866666666666667 -94.91666666666667,1
32430.The_Bad_Place,Dean Koontz,Dean Koontz,"Everett, Pennsylvania",40.01416666666667 -78.37333333333333,1
1988040.Le_Lys_dans_la_vall_e,Honoré de Balzac,Honoré de Balzac,Tours,47.393611 0.689167,1
107792.Gentle_Warrior,Julie Garwood,Julie Garwood,"Kansas City, Missouri",39.09972222222222 -94.57833333333333,1
60483.Music_for_Chameleons,Truman Capote,Truman Capote,New Orleans,29.95 -90.08,1
126507.Lost_Light,Michael Connelly,Michael Connelly,Pennsylvania,41.0 -78.0,1
10816297-kill-shot,Vince Flynn,Vince Flynn,"Saint Paul, Minnesota",44.94416666666667 -93.09361111111112,1
15817326-with-everything-i-am,Kristen Ashley,Kristen Ashley,"Gary, Indiana",41.595555555555556 -87.34527777777778,1
26031279-demigods-magicians,,Rick Riordan,"San Antonio, Texas",,1
93795.The_English_Assassin,Michael Moorcock,Daniel Silva,,,2
24963.Greenwitch,Susan Cooper,Susan Cooper,"Burnham, Buckinghamshire",51.54 -0.66,1
1724365.Sharp_Teeth,Toby Barlow,ToBarlow,,,2
2841694-much-ado-about-anne,Heather Vogel Frederick,Heather Vogel Frederick,,,2
175828.Iron_Lake,Crowell & Murray,William Kent Krueger,"Torrington, Wyoming",42.06666666666667 -104.1825,1
44236.The_Civil_War_Vol_1,,ShelFoote,,,2
2073686.Tales_From_the_Hood,Michael Buckley,Michael Buckley,,,2
670686._,,Satyajit Ray,Calcutta,,1
762053.Key_of_Light,Nora Roberts,Nora Roberts,"Silver Spring, Maryland",39.002441 -77.020791,1
10000.The_Face_of_Another,Ksobso Abe,Kōbō Abe,"Kita, Tokyo",35.75 139.73333333333332,1
155206.The_Romanovs,Robert Massie Freeman,Robert K. Massie,"Versailles, Kentucky",38.054722222222225 -84.73083333333334,1
93801.The_Confessor,Terry Goodkind,Daniel Silva,"Omaha, Nebraska",41.25861111111111 -95.9375,2
613218.When_My_Name_Was_Keoko,Linda Sue Park,Linda Sue Park,"Urbana, Illinois",40.109665 -88.204247,1
649361.Farewell_to_Manzanar,Jeanne Wakatsuki Houston,Jeanne Wakatsuki Houston,"Inglewood, California",33.9575 -118.34611111111111,1
37451.You_Know_You_Love_Me,Cecily von Ziegesar,Cecily von Ziegesar,,,2
74043.Kissing_Sin,Keri Arthur,Keri Arthur,,,2
2305862.Havemercy,Jaida Jones,Jaida Jones,,,2
12764.The_Death_of_Artemio_Cruz,Carlos Fuentes,Carlos Fuentes,Panama City,8.983333333333333 -79.51666666666667,1
16182.The_Favored_Child,Philippa Gregory,Philippa Gregory,Nairobi,-1.2863888888888888 36.81722222222222,1
640029.Nobody_s_Princess,Esther M. Friesner,Esther M. Friesner,,,2
8350864-dark-matter,Blake Crouch,Michelle Paver,Nyasaland,-13.5 34.0,1
21863558-you-are-my-sunshine,Blake A. Hoena,Roberta Kagan,,,2
21400356-debt-inheritance,Pepper Winters,Pepper Winters,,,2
15790833-game,Suzanne Collins,Barry Lyga,"Hartford, Connecticut",41.7625 -72.67416666666666,2
2535732.Toby_Alone,Robbie Branscum,Timothée de Fombelle,"Big Flat, Arkansas",36.00277777777778 -92.40944444444445,2
961831.The_Shadowy_Horses,Susanna Kearsley,Susanna Kearsley,Brantford,43.14083333333333 -80.26305555555555,1
4806.Longitude,Part Zoom,Dava Sobel,The Bronx,40.83722222222222 -73.8861111111111,1
34524.Where_s_My_Cow_,Terry Pratchett,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
24156.Judy_Moody_Gets_Famous_,Megan McDonald,Megan McDonald,"Pittsburgh, Pennsylvania",,1
458313.Haunting_Rachel,Kay Hooper,Kay Hooper,"Merced County, California",37.19 -120.71,1
216196.The_Burn_Journals,Brent Runyon,Brent Runyon,,,2
6280379-the-children-s-book,Thornton W. Burgess,A.S. Byatt,,,2
264587.The_Beautyful_Ones_Are_Not_Yet_Born,Ayi Kwei Armah,Ayi Kwei Armah,Ghana,5.55 -0.2,1
7857713-wolfsbane,Craig Thomas,Patricia Briggs,"Butte, Montana",45.99888888888889 -112.52416666666667,1
10174795-glow,Rain Publishing Co,Amy Kathleen Ryan,,,2
1878.The_History_of_Sexuality_Volume_2,,Michel Foucault,Poitiers,46.58 0.34,1
609870.The_Vow,Rebecca Winters,Kim Carpenter,"Salt Lake City, Utah",,2
11746102-biting-cold,Chloe Neill,Chloe Neill,,,2
50695.Everyman,Various,Philip Roth,"Newark, New Jersey",40.72422 -74.172574,1
17570751-searching-for-perfect,A. J. Cochran,Jennifer Probst,"St. Louis, Missouri",,2
73051.Better_than_Life,Daniel Pennac,Grant Naylor,Casablanca,33.53333333333333 -7.583333333333333,2
12882349-submerged,United States. Congress. Senate. Committee on Interior and Insular Affairs.,Dani Pettrey,,,2
129223.The_Well_of_Loneliness,Radclyffe Hall,Radclyffe Hall,Bournemouth,50.72 -1.88,1
233904.Searching_for_Caleb,Anne Tyler,Anne Tyler,"Minneapolis, Minnesota",,1
3157877-generation-dead,Ismail Kadare,Daniel Waters,Gjirokastër,40.06666666666667 20.133333333333333,2
22193.You_re_the_One_That_I_Want,Cecily von Ziegesar,Cecily von Ziegesar,,,2
32957.Caramelo,Sandra Cisneros,Sandra Cisneros,Chicago,41.88194444444444 -87.62777777777778,1
627055.The_Principles_of_Uncertainty,Maira Kalman,Maira Kalman,Tel Aviv,32.08 34.78,1
41951.Scarlet_Feather,Maeve Binchy,Maeve Binchy,Dalkey,53.276 -6.104,1
563457.Ruby,George MacDonald,V.C. Andrews,Aberdeenshire (traditional),,2
628283.Bareback,Kit Whitfield,Chris Owen,,,2
73954.The_Eustace_Diamonds,Anthony Trollope,Anthony Trollope,,,2
2062048.The_Diplomat_s_Wife,Pam Jenoff,Pam Jenoff,,,2
238126.Immortal_in_Death,Nora Roberts,J.D. Robb,"Silver Spring, Maryland",39.002441 -77.020791,2
12389310-crow-s-row,Julie Hockley,Julie Hockley,,,2
252999.Dark_Legend,Christine Feehan,Christine Feehan,California,35.491035 -119.347852,1
51933.Madness_and_Civilization,,Michel Foucault,Poitiers,46.58 0.34,1
13365532-rise,Ernest Hemingway,Andrea Cremer,"Oak Park, Illinois",41.888333333333335 -87.78944444444444,2
1034185.Golden_Calf,Mary Elizabeth Braddon,Ilya Ilf,Russian Empire,,1
20345202-the-girl-at-midnight,Melissa Grey,Melissa Grey,,,2
110396.When_He_Was_Wicked,Julia Quinn,Julia Quinn,,,2
32940867-the-chemist,Stephenie Meyer,Stephenie Meyer,"Hartford, Connecticut",41.7625 -72.67416666666666,1
534289.The_I_Ching_or_Book_of_Changes,Brian Browne Walker,Anonymous,,,2
2464531.The_Girl_of_His_Dreams,Harry Mazer,Donna Leon,"Montclair, New Jersey",40.824998 -74.210856,1
747746.The_Curious_Case_of_Benjamin_Button,F. Scott Fitzgerald,F. Scott Fitzgerald,"Saint Paul, Minnesota",44.94416666666667 -93.09361111111112,1
2182.Three_Tales,Edgar Allan Poe,Gustave Flaubert,Rouen,49.44277777777778 1.0886111111111112,1
68333.Beggars_in_Spain,Nancy Kress,Nancy Kress,"Buffalo, New York",42.88638888888889 -78.87805555555556,1
19476.Be_More_Chill,Ned Vizzini,Ned Vizzini,New York City,40.71277777777778 -74.00611111111111,1
7780.The_Secret_Art_of_Dr_Seuss,Dr. Seuss,Dr. Seuss,"Springfield, Massachusetts",42.10138888888889 -72.59027777777777,1
18249280-mirror-sight,Kristen Britain,Kristen Britain,,,2
9888794-the-mozart-conspiracy,Scott Mariani,Scott Mariani,,,2
22192.All_I_Want_is_Everything,Cecily von Ziegesar,Cecily von Ziegesar,,,2
667416.14_000_Things_to_Be_Happy_About,,Barbara Ann Kipfer,,,2
233044.The_Shop_on_Blossom_Street,Debbie Macomber,Debbie Macomber,"Yakima, Washington",46.60194444444444 -120.50777777777778,1
42960.Caribbean,Agatha Christie,James A. Michener,Pennsylvania,41.0 -78.0,1
10551253-life-eternal,John McLeod Campbell,Yvonne Woon,,,2
4789801-green,Ted Dekker,Ted Dekker,,,2
146109.Red_Rackham_s_Treasure,Hergé,Hergé,,,2
289813.Warsaw_Requiem,Brock Thoene,Bodie Thoene,,,2
104344.The_Gate_to_Women_s_Country,Sheri S. Tepper,Sheri S. Tepper,Colorado,38.9972 -105.5478,1
24384.The_Cricket_in_Times_Square,George; Illustrated by Garth Williams Selden,George Selden,,,2
38225791-two-can-keep-a-secret,Karen M. McManus,Karen M. McManus,,,2
4907301-happens-every-day,,Isabel Gillies,New York City,40.71277777777778 -74.00611111111111,1
456.Leviathan,Thomas Hobbes,Paul Auster,"Newark, New Jersey",40.72422 -74.172574,1
366787.The_Devil_of_Nanking,Mo Hayder,Mo Hayder,"Epping, Essex",51.7004 0.1087,1
179612.The_State_and_Revolution,Danny Evans,Vladimir Lenin,Ulyanovsk,54.31666666666667 48.36666666666667,1
774032.A_Fan_s_Notes,Frederick Exley,Frederick Exley,"Watertown (city), New York",,1
25669.How_the_Irish_Saved_Civilization,,Thomas Cahill,The Bronx,40.83722222222222 -73.8861111111111,1
19528.The_Mandarins,Ruth Rendell,Simone de Beauvoir,Paris,48.856613 2.352222,1
71622.The_Widow_of_the_South,Robert Hicks,Robert Hicks,,,2
